Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

3.150293e+02 4.162386e+02 9.549921e-01 1.333575e+02     Pix  0  0
3.179373e+02 3.801509e+02 1.064338e+00 1.256549e+02     Pix  0  1
3.104493e+02 3.977236e+02 9.897246e-01 1.308765e+02     Pix  0  2
3.199391e+02 3.853908e+02 1.047056e+00 1.269838e+02     Pix  0  3
3.191386e+02 3.824534e+02 1.068221e+00 1.256120e+02     Pix  0  4
3.238825e+02 3.978987e+02 1.022737e+00 1.285756e+02     Pix  0  5
3.148803e+02 4.258061e+02 9.096020e-01 1.369484e+02     Pix  0  6
3.132048e+02 4.239433e+02 9.111454e-01 1.366054e+02     Pix  0  7
3.167344e+02 4.021157e+02 9.802316e-01 1.315232e+02     Pix  0  8
3.200320e+02 3.928524e+02 1.017092e+00 1.289479e+02     Pix  0  9
3.173426e+02 4.094697e+02 9.594448e-01 1.331648e+02     Pix  0 10
3.120471e+02 4.030551e+02 9.699845e-01 1.323170e+02     Pix  0 11
3.270878e+02 4.146193e+02 9.083123e-01 1.363434e+02     Pix  0 12
3.205285e+02 4.269861e+02 8.987723e-01 1.373873e+02     Pix  0 13
3.244360e+02 4.321274e+02 8.815077e-01 1.386674e+02     Pix  0 14
3.244892e+02 3.835861e+02 1.062907e+00 1.257780e+02     Pix  0 15
3.137781e+02 3.783396e+02 1.079822e+00 1.248777e+02     Pix  0 16
3.211585e+02 3.924619e+02 1.032708e+00 1.279556e+02     Pix  0 17
3.177556e+02 4.291794e+02 9.076224e-01 1.369776e+02     Pix  0 18
3.167596e+02 4.288118e+02 8.994458e-01 1.376461e+02     Pix  0 19
3.287070e+02 4.234837e+02 9.192283e-01 1.359350e+02     Pix  0 20
3.208130e+02 4.224712e+02 9.188076e-01 1.359459e+02     Pix  0 21
3.140711e+02 4.099210e+02 9.529701e-01 1.334016e+02     Pix  0 22
3.168069e+02 4.132369e+02 9.641541e-01 1.328202e+02     Pix  0 23
3.124718e+02 4.243292e+02 9.009371e-01 1.375517e+02     Pix  0 24
3.240554e+02 4.322539e+02 8.793924e-01 1.388403e+02     Pix  0 25
3.301995e+02 4.276073e+02 8.937716e-01 1.376815e+02     Pix  0 26
3.185036e+02 4.078290e+02 9.574703e-01 1.331621e+02     Pix  0 27
3.179316e+02 4.385199e+02 8.870961e-01 1.386045e+02     Pix  0 28
3.199832e+02 4.341760e+02 9.013420e-01 1.375659e+02     Pix  0 29
3.229064e+02 4.278516e+02 8.842598e-01 1.386442e+02     Pix  0 30
3.374898e+02 4.214196e+02 8.927664e-01 1.375591e+02     Pix  0 31
3.350936e+02 4.259306e+02 8.848043e-01 1.383286e+02     Pix  0 32
3.172787e+02 3.924505e+02 1.010411e+00 1.294009e+02     Pix  0 33
3.153610e+02 4.179080e+02 9.536752e-01 1.336177e+02     Pix  0 34
3.239548e+02 3.892164e+02 1.038007e+00 1.275238e+02     Pix  0 35
3.157750e+02 4.225497e+02 9.082851e-01 1.369362e+02     Pix  0 36
3.312125e+02 4.172952e+02 9.361137e-01 1.346705e+02     Pix  0 37
3.224480e+02 4.264312e+02 9.072432e-01 1.369089e+02     Pix  0 38
3.187303e+02 4.274083e+02 9.234658e-01 1.358201e+02     Pix  0 39
3.190728e+02 4.409816e+02 8.874149e-01 1.386415e+02     Pix  0 40
3.338828e+02 4.281686e+02 9.062900e-01 1.368346e+02     Pix  0 41
3.250441e+02 4.223715e+02 9.081719e-01 1.366760e+02     Pix  0 42
3.404610e+02 4.333933e+02 8.658609e-01 1.399955e+02     Pix  0 43
3.440963e+02 4.153398e+02 9.226460e-01 1.352135e+02     Pix  0 44
3.149094e+02 4.438960e+02 8.692396e-01 1.399723e+02     Pix  0 45
3.116212e+02 4.387573e+02 8.923215e-01 1.382998e+02     Pix  0 46
